Date,Region_Name,Area_Code,Average_Price_SA
2019-04-01,Yorkshire and The Humber,E12000003,152521
2019-04-01,East Midlands,E12000004,184403
2019-04-01,East of England,E12000006,286037
2019-04-01,London,E12000007,504846
2019-04-01,South East,E12000008,321776
2019-04-01,South West,E12000009,246264
2019-04-01,West Midlands Region,E12000005,187265
2019-04-01,North East,E12000001,121506
2019-04-01,North West,E12000002,151021
2019-04-01,England and Wales,K04000001,225507
2019-04-01,Great Britain,K03000001,213447
2019-04-01,United Kingdom,K02000001,211651
2019-05-01,Scotland,S92000003,145131
2019-05-01,England,E92000001,230659
2019-05-01,Wales,W92000004,152348
2019-05-01,North West,E12000002,152175
2019-05-01,South West,E12000009,245378
2019-05-01,London,E12000007,497367
2019-05-01,North East,E12000001,120972
2019-05-01,Yorkshire and The Humber,E12000003,152664
2019-05-01,East Midlands,E12000004,184373
2019-05-01,West Midlands Region,E12000005,188003
2019-05-01,East of England,E12000006,286221
2019-05-01,South East,E12000008,321070
2019-05-01,England and Wales,K04000001,225605
2019-05-01,Great Britain,K03000001,213615
2019-05-01,United Kingdom,K02000001,211633
2019-06-01,Scotland,S92000003,144719
2019-06-01,Wales,W92000004,152916
2019-06-01,England,E92000001,230769
2019-06-01,West Midlands Region,E12000005,187194
2019-06-01,North East,E12000001,120608
2019-06-01,South West,E12000009,244508
2019-06-01,South East,E12000008,321627
2019-06-01,North West,E12000002,151268
2019-06-01,Yorkshire and The Humber,E12000003,153200
2019-06-01,East Midlands,E12000004,184331
2019-06-01,East of England,E12000006,285635
2019-06-01,London,E12000007,504754
2019-06-01,England and Wales,K04000001,225724
2019-06-01,Great Britain,K03000001,213789
2019-06-01,United Kingdom,K02000001,211314
2019-07-01,Wales,W92000004,153833
2019-07-01,England,E92000001,231158
2019-07-01,Scotland,S92000003,145091
2019-07-01,East of England,E12000006,285585
2019-07-01,South East,E12000008,321552
2019-07-01,South West,E12000009,246803
2019-07-01,North West,E12000002,152177
2019-07-01,Yorkshire and The Humber,E12000003,153927
2019-07-01,East Midlands,E12000004,184965
2019-07-01,West Midlands Region,E12000005,187445
2019-07-01,London,E12000007,508142
2019-07-01,North East,E12000001,120652
2019-07-01,England and Wales,K04000001,226111
2019-07-01,Great Britain,K03000001,214508
2019-07-01,United Kingdom,K02000001,211147
2019-08-01,Wales,W92000004,156104
2019-08-01,Scotland,S92000003,145035
2019-08-01,England,E92000001,231544
2019-08-01,West Midlands Region,E12000005,188619
2019-08-01,East of England,E12000006,285179
2019-08-01,London,E12000007,504263
2019-08-01,North West,E12000002,152967
2019-08-01,South East,E12000008,321094
2019-08-01,South West,E12000009,246275
2019-08-01,North East,E12000001,121582
2019-08-01,Yorkshire and The Humber,E12000003,153313
2019-08-01,East Midlands,E12000004,185720
2019-08-01,England and Wales,K04000001,226627
2019-08-01,Great Britain,K03000001,214494
2019-08-01,United Kingdom,K02000001,211032
2019-09-01,England,E92000001,232449
2019-09-01,Wales,W92000004,153700
2019-09-01,Scotland,S92000003,146365
2019-09-01,Yorkshire and The Humber,E12000003,154519
2019-09-01,South West,E12000009,246951
2019-09-01,North East,E12000001,123344
2019-09-01,North West,E12000002,153004
2019-09-01,East Midlands,E12000004,185537
2019-09-01,West Midlands Region,E12000005,189457
2019-09-01,East of England,E12000006,286143
2019-09-01,London,E12000007,509486
2019-09-01,South East,E12000008,322887
2019-09-01,England and Wales,K04000001,227292
2019-09-01,Great Britain,K03000001,215076
2019-09-01,United Kingdom,K02000001,211757
2019-10-01,England,E92000001,232428
2019-10-01,Wales,W92000004,155034
2019-10-01,Scotland,S92000003,146254
2019-10-01,Yorkshire and The Humber,E12000003,156159
2019-10-01,East Midlands,E12000004,186644
2019-10-01,West Midlands Region,E12000005,189864
2019-10-01,London,E12000007,506460
2019-10-01,South East,E12000008,322736
2019-10-01,South West,E12000009,248303
2019-10-01,North West,E12000002,153351
2019-10-01,North East,E12000001,121289
2019-10-01,East of England,E12000006,286634
2019-10-01,England and Wales,K04000001,227411
2019-10-01,Great Britain,K03000001,214959
2019-10-01,United Kingdom,K02000001,211946
2019-11-01,England,E92000001,232235
2019-11-01,Wales,W92000004,157839
2019-11-01,Scotland,S92000003,145532
2019-11-01,North East,E12000001,121804
2019-11-01,North West,E12000002,153124
2019-11-01,East Midlands,E12000004,186747
2019-11-01,West Midlands Region,E12000005,190519
2019-11-01,East of England,E12000006,286123
2019-11-01,London,E12000007,505768
2019-11-01,South West,E12000009,247206
2019-11-01,South East,E12000008,323148
2019-11-01,Yorkshire and The Humber,E12000003,155093
2019-11-01,England and Wales,K04000001,227388
2019-11-01,Great Britain,K03000001,214940
2019-11-01,United Kingdom,K02000001,211842
2019-12-01,England,E92000001,232344
2019-12-01,Wales,W92000004,155254
2019-12-01,Scotland,S92000003,145443
2019-12-01,East of England,E12000006,286660
2019-12-01,London,E12000007,515868
2019-12-01,North West,E12000002,152718
2019-12-01,North East,E12000001,121114
2019-12-01,Yorkshire and The Humber,E12000003,154954
2019-12-01,East Midlands,E12000004,186855
2019-12-01,West Midlands Region,E12000005,187714
2019-12-01,South East,E12000008,323473
2019-12-01,South West,E12000009,247163
2019-12-01,England and Wales,K04000001,227329
2019-12-01,Great Britain,K03000001,214886
2019-12-01,United Kingdom,K02000001,212062
2020-01-01,England,E92000001,233830
2020-01-01,Scotland,S92000003,147303
2020-01-01,Wales,W92000004,155006
2020-01-01,North East,E12000001,122604
2020-01-01,North West,E12000002,153210
2020-01-01,Yorkshire and The Humber,E12000003,156171
2020-01-01,East Midlands,E12000004,188260
2020-01-01,West Midlands Region,E12000005,193073
2020-01-01,London,E12000007,511055
2020-01-01,South East,E12000008,324680
2020-01-01,South West,E12000009,248634
2020-01-01,East of England,E12000006,286743
2020-01-01,England and Wales,K04000001,228643
2020-01-01,Great Britain,K03000001,216410
2020-01-01,United Kingdom,K02000001,213582
2020-02-01,Wales,W92000004,157131
2020-02-01,England,E92000001,232936
2020-02-01,Scotland,S92000003,146085
2020-02-01,South East,E12000008,321452
2020-02-01,North West,E12000002,152695
2020-02-01,North East,E12000001,122036
2020-02-01,Yorkshire and The Humber,E12000003,156675
2020-02-01,East Midlands,E12000004,186652
2020-02-01,West Midlands Region,E12000005,190354
2020-02-01,London,E12000007,512708
2020-02-01,South West,E12000009,248112
2020-02-01,East of England,E12000006,287075
2020-02-01,England and Wales,K04000001,227937
2020-02-01,Great Britain,K03000001,215690
2020-02-01,United Kingdom,K02000001,213073
2020-03-01,Scotland,S92000003,146092
2020-03-01,England,E92000001,236728
2020-03-01,Wales,W92000004,157801
2020-03-01,South West,E12000009,252644
2020-03-01,West Midlands Region,E12000005,191937
2020-03-01,East of England,E12000006,287997
2020-03-01,London,E12000007,524163
2020-03-01,South East,E12000008,327790
2020-03-01,North East,E12000001,123807
2020-03-01,North West,E12000002,155768
2020-03-01,Yorkshire and The Humber,E12000003,157496
2020-03-01,East Midlands,E12000004,189446
2020-03-01,England and Wales,K04000001,231543
2020-03-01,Great Britain,K03000001,218709
2020-03-01,United Kingdom,K02000001,216806
2020-04-01,England,E92000001,232605
2020-04-01,Scotland,S92000003,145525
2020-04-01,Wales,W92000004,151157
2020-04-01,North West,E12000002,152657
2020-04-01,London,E12000007,513113
2020-04-01,South West,E12000009,249326
2020-04-01,South East,E12000008,328485
2020-04-01,East of England,E12000006,288632
2020-04-01,West Midlands Region,E12000005,187056
2020-04-01,North East,E12000001,116168
2020-04-01,Yorkshire and The Humber,E12000003,151224
2020-04-01,East Midlands,E12000004,188026
2020-04-01,England and Wales,K04000001,227178
2020-04-01,Great Britain,K03000001,215061
2020-04-01,United Kingdom,K02000001,213394
2020-05-01,Wales,W92000004,153355
2020-05-01,Scotland,S92000003,146261
2020-05-01,England,E92000001,233306
2020-05-01,West Midlands Region,E12000005,191144
2020-05-01,North East,E12000001,120539
2020-05-01,North West,E12000002,152587
2020-05-01,Yorkshire and The Humber,E12000003,155170
2020-05-01,East Midlands,E12000004,187096
2020-05-01,East of England,E12000006,287846
2020-05-01,London,E12000007,507444
2020-05-01,South East,E12000008,323428
2020-05-01,South West,E12000009,249148
2020-05-01,England and Wales,K04000001,227995
2020-05-01,Great Britain,K03000001,215917
2020-05-01,United Kingdom,K02000001,213894
2020-06-01,England,E92000001,235518
2020-06-01,Scotland,S92000003,146812
2020-06-01,Wales,W92000004,157082
2020-06-01,South West,E12000009,251008
2020-06-01,East of England,E12000006,288846
2020-06-01,North East,E12000001,121216
2020-06-01,South East,E12000008,323071
2020-06-01,London,E12000007,515494
2020-06-01,West Midlands Region,E12000005,192011
2020-06-01,East Midlands,E12000004,190560
2020-06-01,Yorkshire and The Humber,E12000003,157119
2020-06-01,North West,E12000002,155742
2020-06-01,England and Wales,K04000001,230285
2020-06-01,Great Britain,K03000001,218174
2020-06-01,United Kingdom,K02000001,215620
2020-07-01,England,E92000001,236028
2020-07-01,Scotland,S92000003,145330
2020-07-01,Wales,W92000004,157367
2020-07-01,East of England,E12000006,286381
2020-07-01,London,E12000007,513013
2020-07-01,South West,E12000009,252073
2020-07-01,North West,E12000002,157303
2020-07-01,South East,E12000008,326377
2020-07-01,North East,E12000001,121813
2020-07-01,Yorkshire and The Humber,E12000003,158316
2020-07-01,East Midlands,E12000004,191554
2020-07-01,West Midlands Region,E12000005,193580
2020-07-01,England and Wales,K04000001,230631
2020-07-01,Great Britain,K03000001,218001
2020-07-01,United Kingdom,K02000001,214852
2020-08-01,England,E92000001,237871
2020-08-01,Wales,W92000004,159045
2020-08-01,Scotland,S92000003,145532
2020-08-01,Yorkshire and The Humber,E12000003,159947
2020-08-01,West Midlands Region,E12000005,194475
2020-08-01,London,E12000007,521960
2020-08-01,South East,E12000008,329017
2020-08-01,South West,E12000009,252820
2020-08-01,East of England,E12000006,290779
2020-08-01,East Midlands,E12000004,191585
2020-08-01,North East,E12000001,122076
2020-08-01,North West,E12000002,158453
2020-08-01,England and Wales,K04000001,232580
2020-08-01,Great Britain,K03000001,219826
2020-08-01,United Kingdom,K02000001,216079
2020-09-01,England,E92000001,240294
2020-09-01,Wales,W92000004,159127
2020-09-01,Scotland,S92000003,151755
2020-09-01,East Midlands,E12000004,191738
2020-09-01,South West,E12000009,257093
2020-09-01,North East,E12000001,125046
2020-09-01,North West,E12000002,159166
2020-09-01,Yorkshire and The Humber,E12000003,161077
2020-09-01,West Midlands Region,E12000005,195695
2020-09-01,East of England,E12000006,293423
2020-09-01,London,E12000007,523387
2020-09-01,South East,E12000008,330939
2020-09-01,England and Wales,K04000001,234869
2020-09-01,Great Britain,K03000001,222384
2020-09-01,United Kingdom,K02000001,218951
2020-10-01,Wales,W92000004,163735
2020-10-01,England,E92000001,242634
2020-10-01,Scotland,S92000003,155273
2020-10-01,East of England,E12000006,294479
2020-10-01,South West,E12000009,260161
2020-10-01,South East,E12000008,333564
2020-10-01,North West,E12000002,163359
2020-10-01,Yorkshire and The Humber,E12000003,164093
2020-10-01,East Midlands,E12000004,195746
2020-10-01,West Midlands Region,E12000005,198369
2020-10-01,North East,E12000001,126933
2020-10-01,London,E12000007,520903
2020-10-01,England and Wales,K04000001,237732
2020-10-01,Great Britain,K03000001,225240
2020-10-01,United Kingdom,K02000001,221557
2020-11-01,England,E92000001,245304
2020-11-01,Scotland,S92000003,156664
2020-11-01,Wales,W92000004,167011
2020-11-01,West Midlands Region,E12000005,200213
2020-11-01,East of England,E12000006,297255
2020-11-01,South East,E12000008,337378
2020-11-01,South West,E12000009,262145
2020-11-01,East Midlands,E12000004,198090
2020-11-01,North West,E12000002,164322
2020-11-01,Yorkshire and The Humber,E12000003,167142
2020-11-01,London,E12000007,531204
2020-11-01,North East,E12000001,129235
2020-11-01,England and Wales,K04000001,240547
2020-11-01,Great Britain,K03000001,227918
2020-11-01,United Kingdom,K02000001,224590
2020-12-01,Scotland,S92000003,157425
2020-12-01,Wales,W92000004,169969
2020-12-01,England,E92000001,247643
2020-12-01,North West,E12000002,167100
2020-12-01,Yorkshire and The Humber,E12000003,168147
2020-12-01,East Midlands,E12000004,201224
2020-12-01,East of England,E12000006,300311
2020-12-01,London,E12000007,529722
2020-12-01,South East,E12000008,339163
2020-12-01,South West,E12000009,265359
2020-12-01,North East,E12000001,131372
2020-12-01,West Midlands Region,E12000005,202222
2020-12-01,England and Wales,K04000001,242987
2020-12-01,Great Britain,K03000001,230177
2020-12-01,United Kingdom,K02000001,226907
2021-01-01,Wales,W92000004,169399
2021-01-01,Scotland,S92000003,157564
2021-01-01,England,E92000001,249471
2021-01-01,South West,E12000009,264153
2021-01-01,North West,E12000002,169895
2021-01-01,North East,E12000001,132813
2021-01-01,Yorkshire and The Humber,E12000003,170048
2021-01-01,East Midlands,E12000004,201739
2021-01-01,West Midlands Region,E12000005,203871
2021-01-01,East of England,E12000006,298645
2021-01-01,South East,E12000008,337704
2021-01-01,London,E12000007,528130
2021-01-01,England and Wales,K04000001,244284
2021-01-01,Great Britain,K03000001,231155
2021-01-01,United Kingdom,K02000001,228327
2021-02-01,Scotland,S92000003,158549
2021-02-01,England,E92000001,250867
2021-02-01,Wales,W92000004,167715
2021-02-01,North East,E12000001,134217
2021-02-01,North West,E12000002,172624
2021-02-01,Yorkshire and The Humber,E12000003,171335
2021-02-01,West Midlands Region,E12000005,205999
2021-02-01,London,E12000007,528245
2021-02-01,South East,E12000008,338816
2021-02-01,South West,E12000009,265234
2021-02-01,East Midlands,E12000004,204597
2021-02-01,East of England,E12000006,298779
2021-02-01,England and Wales,K04000001,245697
2021-02-01,Great Britain,K03000001,232491
2021-02-01,United Kingdom,K02000001,229868
2021-03-01,Scotland,S92000003,163221
2021-03-01,England,E92000001,255704
2021-03-01,Wales,W92000004,172826
2021-03-01,East Midlands,E12000004,206621
2021-03-01,West Midlands Region,E12000005,208218
2021-03-01,East of England,E12000006,303299
2021-03-01,North West,E12000002,177150
2021-03-01,South East,E12000008,345053
2021-03-01,London,E12000007,534123
2021-03-01,South West,E12000009,270333
2021-03-01,North East,E12000001,136505
2021-03-01,Yorkshire and The Humber,E12000003,172658
2021-03-01,England and Wales,K04000001,250616
2021-03-01,Great Britain,K03000001,237675
2021-03-01,United Kingdom,K02000001,234694
2021-04-01,Scotland,S92000003,155028
2021-04-01,England,E92000001,251577
2021-04-01,Wales,W92000004,171713
2021-04-01,South East,E12000008,340683
2021-04-01,Yorkshire and The Humber,E12000003,171157
2021-04-01,North East,E12000001,134253
2021-04-01,North West,E12000002,173365
2021-04-01,East Midlands,E12000004,203209
2021-04-01,West Midlands Region,E12000005,207186
2021-04-01,East of England,E12000006,300133
2021-04-01,London,E12000007,529288
2021-04-01,South West,E12000009,267052
2021-04-01,England and Wales,K04000001,246893
2021-04-01,Great Britain,K03000001,233210
2021-04-01,United Kingdom,K02000001,230582
2021-05-01,Scotland,S92000003,161101
2021-05-01,England,E92000001,251528
2021-05-01,Wales,W92000004,174329
2021-05-01,Yorkshire and The Humber,E12000003,171522
2021-05-01,East Midlands,E12000004,204159
2021-05-01,West Midlands Region,E12000005,208046
2021-05-01,East of England,E12000006,300448
2021-05-01,South East,E12000008,342148
2021-05-01,North East,E12000001,134442
2021-05-01,South West,E12000009,265212
2021-05-01,North West,E12000002,173599
2021-05-01,London,E12000007,532431
2021-05-01,England and Wales,K04000001,246795
2021-05-01,Great Britain,K03000001,233763
2021-05-01,United Kingdom,K02000001,231149
2021-06-01,Scotland,S92000003,162701
2021-06-01,England,E92000001,265045
2021-06-01,Wales,W92000004,183171
2021-06-01,Yorkshire and The Humber,E12000003,184083
2021-06-01,South West,E12000009,282911
2021-06-01,East Midlands,E12000004,214631
2021-06-01,South East,E12000008,354867
2021-06-01,London,E12000007,537090
2021-06-01,East of England,E12000006,313455
2021-06-01,West Midlands Region,E12000005,220734
2021-06-01,North West,E12000002,186431
2021-06-01,North East,E12000001,144905
2021-06-01,England and Wales,K04000001,259919
2021-06-01,Great Britain,K03000001,245384
2021-06-01,United Kingdom,K02000001,242087
2021-07-01,England,E92000001,247316
2021-07-01,Scotland,S92000003,164893
2021-07-01,Wales,W92000004,174350
2021-07-01,South East,E12000008,336962
2021-07-01,North West,E12000002,169755
2021-07-01,West Midlands Region,E12000005,206459
2021-07-01,East of England,E12000006,297857
2021-07-01,London,E12000007,526936
2021-07-01,South West,E12000009,257113
2021-07-01,North East,E12000001,133791
2021-07-01,Yorkshire and The Humber,E12000003,168306
2021-07-01,East Midlands,E12000004,201507
2021-07-01,England and Wales,K04000001,242655
2021-07-01,Great Britain,K03000001,230881
2021-07-01,United Kingdom,K02000001,228023
2021-08-01,Wales,W92000004,177300
2021-08-01,Scotland,S92000003,166570
2021-08-01,England,E92000001,255022
2021-08-01,North East,E12000001,135549
2021-08-01,Yorkshire and The Humber,E12000003,173480
2021-08-01,East Midlands,E12000004,207073
2021-08-01,West Midlands Region,E12000005,210391
2021-08-01,East of England,E12000006,307835
2021-08-01,London,E12000007,538143
2021-08-01,South West,E12000009,269211
2021-08-01,North West,E12000002,175739
2021-08-01,South East,E12000008,346559
2021-08-01,England and Wales,K04000001,249966
2021-08-01,Great Britain,K03000001,237265
2021-08-01,United Kingdom,K02000001,234015
2021-09-01,Wales,W92000004,182804
2021-09-01,Scotland,S92000003,168036
2021-09-01,England,E92000001,263982
2021-09-01,South West,E12000009,280718
2021-09-01,South East,E12000008,357819
2021-09-01,Yorkshire and The Humber,E12000003,182736
2021-09-01,North West,E12000002,184737
2021-09-01,East Midlands,E12000004,216007
2021-09-01,West Midlands Region,E12000005,216442
2021-09-01,East of England,E12000006,313690
2021-09-01,North East,E12000001,145019
2021-09-01,London,E12000007,536326
2021-09-01,England and Wales,K04000001,258784
2021-09-01,Great Britain,K03000001,244864
2021-09-01,United Kingdom,K02000001,241481
2021-10-01,England,E92000001,256981
2021-10-01,Wales,W92000004,183490
2021-10-01,Scotland,S92000003,168191
2021-10-01,South West,E12000009,273824
2021-10-01,North East,E12000001,135675
2021-10-01,North West,E12000002,175125
2021-10-01,Yorkshire and The Humber,E12000003,172237
2021-10-01,East Midlands,E12000004,211893
2021-10-01,West Midlands Region,E12000005,209880
2021-10-01,South East,E12000008,352114
2021-10-01,East of England,E12000006,310856
2021-10-01,London,E12000007,539883
2021-10-01,England and Wales,K04000001,252048
2021-10-01,Great Britain,K03000001,239111
2021-10-01,United Kingdom,K02000001,236132
2021-11-01,England,E92000001,263094
2021-11-01,Wales,W92000004,183806
2021-11-01,Scotland,S92000003,170525
2021-11-01,North West,E12000002,180539
2021-11-01,Yorkshire and The Humber,E12000003,177005
2021-11-01,East Midlands,E12000004,214591
2021-11-01,West Midlands Region,E12000005,215506
2021-11-01,South East,E12000008,358447
2021-11-01,South West,E12000009,282497
2021-11-01,East of England,E12000006,317404
2021-11-01,London,E12000007,544956
2021-11-01,North East,E12000001,137071
2021-11-01,England and Wales,K04000001,257780
2021-11-01,Great Britain,K03000001,244585
2021-11-01,United Kingdom,K02000001,241666
2021-12-01,Scotland,S92000003,170303
2021-12-01,Wales,W92000004,185947
2021-12-01,England,E92000001,265639
2021-12-01,East of England,E12000006,318787
2021-12-01,North East,E12000001,139134
2021-12-01,North West,E12000002,183177
2021-12-01,Yorkshire and The Humber,E12000003,178795
2021-12-01,East Midlands,E12000004,216681
2021-12-01,West Midlands Region,E12000005,217803
2021-12-01,London,E12000007,546323
2021-12-01,South East,E12000008,361640
2021-12-01,South West,E12000009,285714
2021-12-01,England and Wales,K04000001,260301
2021-12-01,Great Britain,K03000001,246578
2021-12-01,United Kingdom,K02000001,243659
2022-01-01,England,E92000001,270064
2022-01-01,Scotland,S92000003,173357
2022-01-01,Wales,W92000004,191486
2022-01-01,North East,E12000001,140625
2022-01-01,London,E12000007,551430
2022-01-01,North West,E12000002,186526
2022-01-01,Yorkshire and The Humber,E12000003,182111
2022-01-01,East Midlands,E12000004,219782
2022-01-01,West Midlands Region,E12000005,220928
2022-01-01,East of England,E12000006,322652
2022-01-01,South East,E12000008,367932
2022-01-01,South West,E12000009,290959
2022-01-01,England and Wales,K04000001,264873
2022-01-01,Great Britain,K03000001,251124
2022-01-01,United Kingdom,K02000001,247963
2022-02-01,England,E92000001,271163
2022-02-01,Scotland,S92000003,174003
2022-02-01,Wales,W92000004,189375
2022-02-01,East of England,E12000006,325834
2022-02-01,South East,E12000008,369311
2022-02-01,South West,E12000009,292047
2022-02-01,North West,E12000002,186978
2022-02-01,London,E12000007,555019
2022-02-01,North East,E12000001,141407
2022-02-01,Yorkshire and The Humber,E12000003,183979
2022-02-01,East Midlands,E12000004,221434
2022-02-01,West Midlands Region,E12000005,222765
2022-02-01,England and Wales,K04000001,266127
2022-02-01,Great Britain,K03000001,252295
2022-02-01,United Kingdom,K02000001,249286
2022-03-01,England,E92000001,274519
2022-03-01,Scotland,S92000003,173770
2022-03-01,Wales,W92000004,190736
2022-03-01,East of England,E12000006,327216
2022-03-01,South West,E12000009,294384
2022-03-01,South East,E12000008,372720
2022-03-01,London,E12000007,554208
2022-03-01,West Midlands Region,E12000005,225683
2022-03-01,East Midlands,E12000004,223924
2022-03-01,North East,E12000001,143722
2022-03-01,North West,E12000002,189070
2022-03-01,Yorkshire and The Humber,E12000003,184644
2022-03-01,England and Wales,K04000001,268922
2022-03-01,Great Britain,K03000001,254956
2022-03-01,United Kingdom,K02000001,251953
2022-04-01,Wales,W92000004,196051
2022-04-01,England,E92000001,275320
2022-04-01,Scotland,S92000003,175316
2022-04-01,Yorkshire and The Humber,E12000003,186449
2022-04-01,South West,E12000009,298549
2022-04-01,North East,E12000001,145127
2022-04-01,North West,E12000002,191808
2022-04-01,East Midlands,E12000004,225339
2022-04-01,West Midlands Region,E12000005,228404
2022-04-01,East of England,E12000006,330514
2022-04-01,London,E12000007,561034
2022-04-01,South East,E12000008,372834
2022-04-01,England and Wales,K04000001,270451
2022-04-01,Great Britain,K03000001,256300
2022-04-01,United Kingdom,K02000001,253486
2022-05-01,England,E92000001,278065
2022-05-01,Wales,W92000004,196501
2022-05-01,Scotland,S92000003,176451
2022-05-01,North West,E12000002,192560
2022-05-01,Yorkshire and The Humber,E12000003,189800
2022-05-01,East Midlands,E12000004,227530
2022-05-01,West Midlands Region,E12000005,229788
2022-05-01,London,E12000007,561853
2022-05-01,South East,E12000008,377249
2022-05-01,South West,E12000009,303338
2022-05-01,North East,E12000001,146292
2022-05-01,East of England,E12000006,333588
2022-05-01,England and Wales,K04000001,272894
2022-05-01,Great Britain,K03000001,258312
2022-05-01,United Kingdom,K02000001,255614
2022-06-01,England,E92000001,279544
2022-06-01,Scotland,S92000003,179129
2022-06-01,Wales,W92000004,198785
2022-06-01,East of England,E12000006,335687
2022-06-01,North East,E12000001,147341
2022-06-01,North West,E12000002,193193
2022-06-01,Yorkshire and The Humber,E12000003,190578
2022-06-01,East Midlands,E12000004,230242
2022-06-01,West Midlands Region,E12000005,230443
2022-06-01,London,E12000007,570282
2022-06-01,South East,E12000008,380470
2022-06-01,South West,E12000009,300664
2022-06-01,England and Wales,K04000001,274598
2022-06-01,Great Britain,K03000001,260208
2022-06-01,United Kingdom,K02000001,257341
2022-07-01,Wales,W92000004,200711
2022-07-01,England,E92000001,282266
2022-07-01,Scotland,S92000003,178583
2022-07-01,East Midlands,E12000004,231511
2022-07-01,South West,E12000009,306965
2022-07-01,North East,E12000001,150837
2022-07-01,North West,E12000002,197013
2022-07-01,Yorkshire and The Humber,E12000003,193008
2022-07-01,West Midlands Region,E12000005,235526
2022-07-01,East of England,E12000006,338857
2022-07-01,London,E12000007,571014
2022-07-01,South East,E12000008,383450
2022-07-01,England and Wales,K04000001,277334
2022-07-01,Great Britain,K03000001,262365
2022-07-01,United Kingdom,K02000001,259241
2022-08-01,Wales,W92000004,200700
2022-08-01,England,E92000001,284061
2022-08-01,Scotland,S92000003,178812
2022-08-01,London,E12000007,573593
2022-08-01,South East,E12000008,386048
2022-08-01,South West,E12000009,310222
2022-08-01,North East,E12000001,149846
2022-08-01,East of England,E12000006,341642
2022-08-01,West Midlands Region,E12000005,235029
2022-08-01,North West,E12000002,197664
2022-08-01,Yorkshire and The Humber,E12000003,193115
2022-08-01,East Midlands,E12000004,234025
2022-08-01,England and Wales,K04000001,279175
2022-08-01,Great Britain,K03000001,263998
2022-08-01,United Kingdom,K02000001,260316
2022-09-01,Wales,W92000004,203925
2022-09-01,England,E92000001,285667
2022-09-01,Scotland,S92000003,178619
2022-09-01,North West,E12000002,200253
2022-09-01,East Midlands,E12000004,235213
2022-09-01,Yorkshire and The Humber,E12000003,195229
2022-09-01,West Midlands Region,E12000005,236268
2022-09-01,East of England,E12000006,341416
2022-09-01,London,E12000007,573403
2022-09-01,South East,E12000008,387846
2022-09-01,South West,E12000009,310751
2022-09-01,North East,E12000001,150899
2022-09-01,England and Wales,K04000001,280677
2022-09-01,Great Britain,K03000001,265138
2022-09-01,United Kingdom,K02000001,261466
2022-10-01,England,E92000001,286775
2022-10-01,Scotland,S92000003,179300
2022-10-01,Wales,W92000004,204361
2022-10-01,North West,E12000002,199704
2022-10-01,East of England,E12000006,342503
2022-10-01,Yorkshire and The Humber,E12000003,195185
2022-10-01,East Midlands,E12000004,235973
2022-10-01,West Midlands Region,E12000005,238575
2022-10-01,London,E12000007,574627
2022-10-01,South East,E12000008,389421
2022-10-01,South West,E12000009,311413
2022-10-01,North East,E12000001,152299
2022-10-01,England and Wales,K04000001,281503
2022-10-01,Great Britain,K03000001,265825
2022-10-01,United Kingdom,K02000001,262259
2022-11-01,Wales,W92000004,203116
2022-11-01,Scotland,S92000003,178087
2022-11-01,England,E92000001,287490
2022-11-01,London,E12000007,573929
2022-11-01,South West,E12000009,312594
2022-11-01,North East,E12000001,151705
2022-11-01,North West,E12000002,200349
2022-11-01,Yorkshire and The Humber,E12000003,195667
2022-11-01,West Midlands Region,E12000005,237643
2022-11-01,East of England,E12000006,343841
2022-11-01,East Midlands,E12000004,236184
2022-11-01,South East,E12000008,388072
2022-11-01,England and Wales,K04000001,282008
2022-11-01,Great Britain,K03000001,266209
2022-11-01,United Kingdom,K02000001,262889
2022-12-01,Wales,W92000004,203177
2022-12-01,Scotland,S92000003,176601
2022-12-01,England,E92000001,286664
2022-12-01,West Midlands Region,E12000005,237229
2022-12-01,London,E12000007,572470
2022-12-01,South East,E12000008,388140
2022-12-01,South West,E12000009,310529
2022-12-01,North East,E12000001,151115
2022-12-01,North West,E12000002,198484
2022-12-01,Yorkshire and The Humber,E12000003,196179
2022-12-01,East Midlands,E12000004,236931
2022-12-01,East of England,E12000006,341998
2022-12-01,England and Wales,K04000001,281110
2022-12-01,Great Britain,K03000001,265036
2022-12-01,United Kingdom,K02000001,261698
2023-01-01,Wales,W92000004,201853
2023-01-01,England,E92000001,285817
2023-01-01,Scotland,S92000003,175092
2023-01-01,London,E12000007,570869
2023-01-01,South West,E12000009,309102
2023-01-01,North West,E12000002,197527
2023-01-01,South East,E12000008,387727
2023-01-01,North East,E12000001,150814
2023-01-01,Yorkshire and The Humber,E12000003,191628
2023-01-01,East Midlands,E12000004,235315
2023-01-01,West Midlands Region,E12000005,237934
2023-01-01,East of England,E12000006,340655
2023-01-01,England and Wales,K04000001,280206
2023-01-01,Great Britain,K03000001,264330
2023-01-01,United Kingdom,K02000001,260941
2023-02-01,Scotland,S92000003,174993
2023-02-01,Wales,W92000004,200965
2023-02-01,England,E92000001,284463
2023-02-01,North East,E12000001,148641
2023-02-01,South East,E12000008,385751
2023-02-01,North West,E12000002,197157
2023-02-01,Yorkshire and The Humber,E12000003,192169
2023-02-01,East Midlands,E12000004,233255
2023-02-01,West Midlands Region,E12000005,237879
2023-02-01,East of England,E12000006,340823
2023-02-01,London,E12000007,568596
2023-02-01,South West,E12000009,309080
2023-02-01,England and Wales,K04000001,279159
2023-02-01,Great Britain,K03000001,263310
